year,period,state,region,nss_round,category,sub_category,source_of_water,type_of_filtering,value,unit,note
2018,"July, 2018 to December, 2018",All India,Rural + Urban,76,Distribution of Households by Method of Treatment of Drinking Water,,,Others,17,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Rural + Urban,76,Distribution of Households by Method of Treatment of Drinking Water,,,Electric Purifier,87,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Urban,76,Distribution of Households by Method of Treatment of Drinking Water,,,Chemical treament with Alum,3,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Urban,76,Distribution of Households by Method of Treatment of Drinking Water,,,Chemical treament with Bleach/Chlorine Tablet,5,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Urban,76,Distribution of Households by Method of Treatment of Drinking Water,,,Non-electric purifier,55,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Urban,76,Distribution of Households by Method of Treatment of Drinking Water,,,Others,15,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Urban,76,Distribution of Households by Method of Treatment of Drinking Water,,,Not treated (including not required to be treated),509,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Urban,76,Distribution of Households by Method of Treatment of Drinking Water,,,All,1000,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Rural + Urban,76,Distribution of Households by Method of Treatment of Drinking Water,,,Boiling,77,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Urban,76,Distribution of Households by Method of Treatment of Drinking Water,,,Electric Purifier,208,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Rural + Urban,76,Distribution of Households by Method of Treatment of Drinking Water,,,Chemical treament with Alum,4,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Rural + Urban,76,Distribution of Households by Method of Treatment of Drinking Water,,,Chemical treament with Bleach/Chlorine Tablet,10,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Rural + Urban,76,Distribution of Households by Method of Treatment of Drinking Water,,,Non-electric purifier,35,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Rural + Urban,76,Distribution of Households by Method of Treatment of Drinking Water,,,Filtering with Cloth,117,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Rural + Urban,76,Distribution of Households by Method of Treatment of Drinking Water,,,Not treated (including not required to be treated),653,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Rural + Urban,76,Distribution of Households by Method of Treatment of Drinking Water,,,All,1000,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Urban,76,Distribution of Households by Method of Treatment of Drinking Water,,,Boiling,111,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Urban,76,Distribution of Households by Method of Treatment of Drinking Water,,,Filtering with Cloth,94,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Rural,76,Distribution of Households by Method of Treatment of Drinking Water,,,All,1000,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Rural,76,Distribution of Households by Method of Treatment of Drinking Water,,,Chemical treament with Bleach/Chlorine Tablet,13,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Rural,76,Distribution of Households by Method of Treatment of Drinking Water,,,Not treated (including not required to be treated),728,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Rural,76,Distribution of Households by Method of Treatment of Drinking Water,,,Electric Purifier,24,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Rural,76,Distribution of Households by Method of Treatment of Drinking Water,,,Chemical treament with Alum,5,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Rural,76,Distribution of Households by Method of Treatment of Drinking Water,,,Boiling,59,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Rural,76,Distribution of Households by Method of Treatment of Drinking Water,,,Non-electric purifier,24,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Rural,76,Distribution of Households by Method of Treatment of Drinking Water,,,Filtering with Cloth,129,value in absolute number per thousand,
2018,"July, 2018 to December, 2018",All India,Rural,76,Distribution of Households by Method of Treatment of Drinking Water,,,Others,19,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Public Tap/Stand,Others,51,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Tank/ Pond,Others,52,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Tube Well/Borehole,Others,69,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Well,Others,52,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Well,Others,60,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Spring,Others,1,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Spring,Others,22,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Rainwater Collection,Others,203,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Sample,,Others,1950,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Other Surface Water,Others,29,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped water into Dwelling,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Bottled Water,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Others,Others,90,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Estimated,,Others,5486600,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,All (including not reported),Others,55,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,N.R. (Not Reported),Others,0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped water into Dwelling,Others,40,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped to Yard/Dwelling,Others,55,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,N.R. (Not Reported),Filtering with Water Filter,101,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Bottled Water,Others,48,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Sample,,Others,1022,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped to Yard/Dwelling,Others,51,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Public Tap/Stand,Others,66,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Tube Well/Borehole,Others,62,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Well,Others,44,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Well,Others,36,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Spring,Others,18,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Public Tap/Stand,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Spring,Others,0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Rainwater Collection,Others,20,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Tank/ Pond,Others,15,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Other Surface Water,Others,0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Others,Others,62,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,N.R. (Not Reported),Others,0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,All (including not reported),Others,44,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Estimated,,Others,1936100,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped to Yard/Dwelling,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Bottled Water,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Tube Well/Borehole,n.r. (Not Reported),1,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Well,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Spring,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Rainwater Collection,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Tank/ Pond,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Other Surface Water,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Others,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,N.R. (Not Reported),n.r. (Not Reported),75,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,All (including not reported),n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Estimated,,n.r. (Not Reported),0,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Sample,,n.r. (Not Reported),0,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Bottled Water,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped water into Dwelling,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped to Yard/Dwelling,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Public Tap/Stand,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Tube Well/Borehole,n.r. (Not Reported),1,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Well,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Spring,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Well,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Well,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Tube Well/Borehole,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Well,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Spring,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Spring,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Rainwater Collection,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Tank/ Pond,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Other Surface Water,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Others,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,N.R. (Not Reported),n.r. (Not Reported),641,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,All (including not reported),n.r. (Not Reported),1,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Type of Treatment,Estimated,,n.r. (Not Reported),0,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Type of Treatment,Sample,,n.r. (Not Reported),0,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Bottled Water,Others,38,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped water into Dwelling,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped to Yard/Dwelling,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Public Tap/Stand,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped water into Dwelling,Others,32,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Public Tap/Stand,Others,45,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Type of Treatment,Sample,,Others,928,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Others,Filtering with Cloth,675,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,All (including not reported),Filtering with Cloth,576,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Type of Treatment,Estimated,,Filtering with Cloth,32429800,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Type of Treatment,Sample,,Filtering with Cloth,9060,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Bottled Water,Filtering with Cloth,70,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped water into Dwelling,Filtering with Cloth,235,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped to Yard/Dwelling,Filtering with Cloth,377,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Public Tap/Stand,Filtering with Cloth,523,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Tube Well/Borehole,Filtering with Cloth,293,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Well,Filtering with Cloth,132,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Well,Filtering with Cloth,129,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Spring,Filtering with Cloth,92,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Spring,Filtering with Cloth,22,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Rainwater Collection,Filtering with Cloth,413,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Tank/ Pond,Filtering with Cloth,648,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Other Surface Water,Filtering with Cloth,69,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,N.R. (Not Reported),Filtering with Cloth,243,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Other Surface Water,Filtering with Cloth,692,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Total Number of Households treating Drinking Water by Type of Treatment,Estimated,,Others,3550500,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Tank/ Pond,Filtering with Cloth,541,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Others,Filtering with Water Filter,58,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,N.R. (Not Reported),Filtering with Water Filter,6,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,All (including not reported),Filtering with Water Filter,137,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Estimated,,Filtering with Water Filter,13685300,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Sample,,Filtering with Water Filter,8136,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Bottled Water,Filtering with Cloth,88,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped water into Dwelling,Filtering with Cloth,539,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped to Yard/Dwelling,Filtering with Cloth,669,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Public Tap/Stand,Filtering with Cloth,682,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Tube Well/Borehole,Filtering with Cloth,586,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Well,Filtering with Cloth,442,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Well,Filtering with Cloth,441,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Spring,Filtering with Cloth,23,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Spring,Filtering with Cloth,318,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Rainwater Collection,Filtering with Cloth,367,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Others,Filtering with Cloth,564,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,N.R. (Not Reported),Filtering with Cloth,0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,All (including not reported),Filtering with Cloth,303,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Estimated,,Filtering with Cloth,13271300,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Bottled Water,Others,79,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped water into Dwelling,Others,68,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped to Yard/Dwelling,Others,59,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Spring,n.r. (Not Reported),0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Tube Well/Borehole,Others,71,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Well,Others,54,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Well,Others,64,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Spring,Others,0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Spring,Others,23,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Rainwater Collection,Others,225,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Tank/ Pond,Others,55,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Other Surface Water,Others,29,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,Others,Others,113,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,N.R. (Not Reported),Others,0,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural,69,Distribution of Households by Method of Treatment of Drinking Water,,All (including not reported),Others,63,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Sample,,Filtering with Cloth,15463,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Estimated,,Filtering with Cloth,45701100,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,All (including not reported),Filtering with Cloth,457,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Well,Filtering with Cloth,383,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Urban,69,Total Number of Households treating Drinking Water by Type of Treatment,Sample,,Filtering with Cloth,6403,value in absolute number,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Bottled Water,Filtering with Cloth,75,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped water into Dwelling,Filtering with Cloth,306,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Piped to Yard/Dwelling,Filtering with Cloth,519,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Public Tap/Stand,Filtering with Cloth,632,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Tube Well/Borehole,Filtering with Cloth,510,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Well,Filtering with Cloth,400,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,N.R. (Not Reported),Filtering with Cloth,229,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Protected Spring,Filtering with Cloth,26,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Unprotected Spring,Filtering with Cloth,306,value in absolute number per thousand,
2012,"July, 2012 to December, 2012",All India,Rural + Urban,69,Distribution of Households by Method of Treatment of Drinking Water,,Rainwater Collection,Filtering with Cloth,372,value in absolute number per thousand,
